Country Code,Country Name,Region,IncomeGroup,Year,Imports of goods and services (% of GDP),Exports of goods and services (% of GDP),"Foreign direct investment, net inflows (BoP, current US$)",GDP (current US$),GDP per capita (current US$),Gross savings (% of GDP),"Inflation, consumer prices (annual %)","Total reserves (includes gold, current US$)","Unemployment, total (% of total labor force) (modeled ILO estimate)",GDP growth (annual %)
IDB,IDA blend,,,2018,21.18103931,15.6693982,10977701640.0,1048390000000.0,1874.947566,17.99748583,2.324144854,,4.76075349942238,3.71579812333287
IDB,IDA blend,,,2019,22.2613112,15.56513168,8434068850.0,1042640000000.0,1827.168474,19.9913831,2.206073058,,5.21507733695864,2.73905243727506
IDB,IDA blend,,,2020,15.44667479,11.63214894,6215029573.0,1002070000000.0,1719.895065,23.52323289,2.116490146,,6.20293664112006,-1.38927639931639
IDB,IDA blend,,,2021,18.06988215,13.20812994,13777227653.0,1096480000000.0,1842.771049,26.57507439,2.410703122,,6.17068584681834,5.07084563195453
IDN,Indonesia,East Asia & Pacific,Lower middle income,2000,30.45956744,40.97730847,-4550355286.0,165021000000.0,770.8653516,26.28689921,3.68861916,29352929561.4768,6.07999992370605,4.9200677470169
IDN,Indonesia,East Asia & Pacific,Lower middle income,2001,30.76106843,39.0321391,-2977391857.0,160447000000.0,739.0039465,27.19979393,11.50011488,28103636180.3382,6.07999992370605,3.64346644721492
IDN,Indonesia,East Asia & Pacific,Lower middle income,2002,26.39184088,32.68762089,145085548.7,195661000000.0,888.9013897,23.01740778,11.90011757,32033585247.4441,6.59999990463257,4.49947539085763
IDN,Indonesia,East Asia & Pacific,Lower middle income,2003,23.13883897,30.47765478,-596923827.8,234772000000.0,1052.413199,20.68405036,6.757317194,36256203641.5962,6.65999984741211,4.78036912167656
IDN,Indonesia,East Asia & Pacific,Lower middle income,2004,27.54460022,32.21669462,1896082770.0,256837000000.0,1136.755211,20.76428995,6.064059885,36310733909.3168,7.30000019073486,5.03087394501685
IDN,Indonesia,East Asia & Pacific,Lower middle income,2005,29.92066824,34.06726763,8336257208.0,285869000000.0,1249.397689,24.33848664,10.45319842,34730799049.2525,7.94000005722046,5.69257130383384
IDN,Indonesia,East Asia & Pacific,Lower middle income,2006,25.6224105,31.03471631,4914201435.0,364571000000.0,1572.797934,25.77714359,13.1086721,42597040281.5939,7.55000019073486,5.50095178520348
IDN,Indonesia,East Asia & Pacific,Lower middle income,2007,25.39353149,29.43571849,6928480000.0,432217000000.0,1840.329927,25.17912344,6.406562813,56935744023.296,8.0600004196167,6.34502222667214
IDN,Indonesia,East Asia & Pacific,Lower middle income,2008,28.75311546,29.80828417,9318453650.0,510229000000.0,2144.389544,28.45241261,10.22666455,51640625721.3198,7.21000003814697,6.01370360009123
IDN,Indonesia,East Asia & Pacific,Lower middle income,2009,21.3530017,24.15911967,4877369178.0,539580000000.0,2239.095265,29.0563768,4.38641555,66118917968.1398,6.1100001335144,4.62887118256153
IDN,Indonesia,East Asia & Pacific,Lower middle income,2010,22.40224294,24.29903094,15292009411.0,755094000000.0,3094.44309,32.72742299,5.134204008,96210980584.0428,5.6100001335144,6.22385418062366
IDN,Indonesia,East Asia & Pacific,Lower middle income,2011,23.8526601,26.32735309,20564938227.0,892969000000.0,3613.800902,33.22007305,5.35604779,110136597662.435,5.15000009536743,6.16978420771008
IDN,Indonesia,East Asia & Pacific,Lower middle income,2012,24.98851951,24.59437879,21200778608.0,917870000000.0,3668.21207,31.98536977,4.279499996,112797627833.066,4.46999979019165,6.03005065305615
IDN,Indonesia,East Asia & Pacific,Lower middle income,2013,24.7137963,23.92357638,23281742362.0,912524000000.0,3602.885517,31.12176664,6.412513302,99386826239.0833,4.34000015258789,5.5572636889101
IDN,Indonesia,East Asia & Pacific,Lower middle income,2014,24.41419099,23.6659846,25120732060.0,890815000000.0,3476.624853,30.66890946,6.394925408,111862594561.997,4.05000019073486,5.006668425755
IDN,Indonesia,East Asia & Pacific,Lower middle income,2015,20.77746098,21.16017926,19779127977.0,860854000000.0,3322.581688,30.12335649,6.363121131,105928847088.719,4.51000022888184,4.87632230022123
IDN,Indonesia,East Asia & Pacific,Lower middle income,2016,18.33234795,19.08899385,4541713739.0,931877000000.0,3558.818852,29.92276833,3.525805157,116369601851.059,4.30000019073486,5.03306918280177
IDN,Indonesia,East Asia & Pacific,Lower middle income,2017,19.17819264,20.17730444,20510310832.0,1015620000000.0,3839.785069,30.87836344,3.80879807,130215330382.957,3.77999997138977,5.06978590134916
IDN,Indonesia,East Asia & Pacific,Lower middle income,2018,22.07156246,21.0027465,18909826044.0,1042270000000.0,3902.661668,31.6805228,3.198346416,120660974090.95,4.3899998664856,5.17429153955024
IDN,Indonesia,East Asia & Pacific,Lower middle income,2019,19.03624974,18.5915278,24993551748.0,1119100000000.0,4151.227543,30.90271351,3.03058665,129186464020.187,3.58999991416931,5.01928768046282
IDN,Indonesia,East Asia & Pacific,Lower middle income,2020,15.70417423,17.27142134,19175077748.0,1058690000000.0,3894.272202,29.38719241,1.920968006,135915917616.263,4.25,-2.06500494092904
IDN,Indonesia,East Asia & Pacific,Lower middle income,2021,18.86195672,21.56081101,21362021181.0,1186090000000.0,4332.709281,33.07091885,1.560129905,144907809744.209,3.82999992370605,3.69124011191289
IDX,IDA only,,,2000,28.97085323,25.11809167,4329695077.0,329684000000.0,455.4556721,,3.955825307,,4.69207032294278,3.94787693120703
IDX,IDA only,,,2001,29.94147411,26.21061925,4957054003.0,333201000000.0,449.5331678,,4.492596092,,4.74616291677546,4.49205121744545
IDX,IDA only,,,2002,30.66659032,27.36596407,5193883005.0,351011000000.0,461.7808349,,4.037188828,,4.78874628519619,3.86907293047574
IDX,IDA only,,,2003,30.11751985,24.81168128,6977758458.0,388023000000.0,497.7279278,,5.668707734,,4.85198266780445,4.76185394269785
IDX,IDA only,,,2004,33.71978266,28.47987159,9111795812.0,446120000000.0,558.5795194,,4.534213741,,4.76836978381409,5.85147859034578
IDX,IDA only,,,2005,35.9708422,29.6381675,9392358272.0,513175000000.0,627.3190427,19.67226514,7.12867502,,4.68503937036127,6.17303992189784
IDX,IDA only,,,2006,34.98481608,29.67132338,12897547818.0,589751000000.0,703.7563645,21.11099979,6.686211281,,4.55417716642265,6.24719177286688
IDX,IDA only,,,2007,36.58644251,29.88942677,19411589582.0,698335000000.0,813.8063639,20.5517649,6.980864539,,4.63984513566845,6.20455974119329
IDX,IDA only,,,2008,36.98826117,29.75412607,25220770496.0,837506000000.0,953.9733441,21.18347884,11.35426848,,4.74235415148358,5.82074326286359
IDX,IDA only,,,2009,32.83855276,25.42892706,20470545873.0,863146000000.0,961.1384763,21.19853152,4.561506877,,4.79861405382858,3.97696510441669
IDX,IDA only,,,2010,34.11125709,27.00838928,28181968643.0,972476000000.0,1058.117317,21.72724943,4.69889065,,4.68678704135432,6.23713480783911
IDX,IDA only,,,2011,34.23033964,25.19837312,34864828197.0,885330000000.0,941.0873253,22.6121152,6.595838192,,4.73304883056192,3.21687990785504
IDX,IDA only,,,2012,35.98008481,23.70970529,38154978227.0,890414000000.0,925.035895,23.24286485,5.912006025,,4.68385444224083,1.09533570972485
IDX,IDA only,,,2013,35.64640692,22.97443287,39918829383.0,966391000000.0,982.1551232,23.71263184,4.957427605,,4.54469302738072,5.00527407106041
IDX,IDA only,,,2014,33.40587701,22.57039234,33939616797.0,1033070000000.0,1027.352149,26.33201164,4.129243069,,4.57352581293255,5.29564865824599
IDX,IDA only,,,2015,32.65404509,20.97681974,36896830036.0,1038050000000.0,1009.709289,25.97345402,3.22807411,,4.6836327299524,2.69857782156531
IDX,IDA only,,,2016,29.0099127,18.98154545,34073152458.0,1129340000000.0,1073.49641,25.96034164,3.371530035,,4.66613836254489,4.82828098540492
IDX,IDA only,,,2017,29.16516503,19.66920973,35746558509.0,1244050000000.0,1155.206643,26.95647103,4.057542082,,4.7064330423709,5.08704253225444
IDX,IDA only,,,2018,32.1522801,21.46254327,33203083473.0,1240500000000.0,1125.361424,26.93847678,3.255194839,,4.63178942071606,5.00307637306796
IDX,IDA only,,,2019,30.62888481,21.38776113,34174418841.0,1308460000000.0,1159.353384,27.81991826,2.744170618,,4.63304912873842,5.33466698011789
IDX,IDA only,,,2020,26.34713025,18.58418214,29519198903.0,1336380000000.0,1156.369671,28.16543688,3.46841178,,5.45672415735166,0.997064753318483
IDX,IDA only,,,2021,29.6658662,20.63271393,39183295753.0,1456250000000.0,1231.126624,,4.370121905,,5.43885935142428,3.12823256917569
IMN,Isle of Man,Europe & Central Asia,High income,2000,,,,1563667800.0,20693.83817,,,,,5.30000152552805
IMN,Isle of Man,Europe & Central Asia,High income,2001,,,,1659131244.0,21716.94604,,,,,5.39999903126116
IMN,Isle of Man,Europe & Central Asia,High income,2002,,,,1947332922.0,25230.07556,,,,,6.19999819490684
IMN,Isle of Man,Europe & Central Asia,High income,2003,,,,2328658228.0,29877.95876,,,,,5.99999968812641
IMN,Isle of Man,Europe & Central Asia,High income,2004,,,,2822358473.0,35872.72612,,,,,5.20000310402496
IMN,Isle of Man,Europe & Central Asia,High income,2005,,,,3032400000.0,38184.22212,,,,,5.89999933576675
IMN,Isle of Man,Europe & Central Asia,High income,2006,,,,3422651334.0,42661.55624,,,,,7.69999871253432
IMN,Isle of Man,Europe & Central Asia,High income,2007,,,,4466100440.0,55069.05598,,,,,7.50000022988817
IMN,Isle of Man,Europe & Central Asia,High income,2008,,,,5928420956.0,72300.46167,,,,,4.90000100081545
IMN,Isle of Man,Europe & Central Asia,High income,2009,,,,5487083658.0,66177.21351,,,,,2.10000027181374
IMN,Isle of Man,Europe & Central Asia,High income,2010,,,,5920177689.0,70622.91464,,,,,3.39999842395957
IMN,Isle of Man,Europe & Central Asia,High income,2011,,,,6566098382.0,77843.49,,,,,1.99999938207415
IMN,Isle of Man,Europe & Central Asia,High income,2012,,,,6690725118.0,79332.27156,,,,,7.30375730215191
IMN,Isle of Man,Europe & Central Asia,High income,2013,,,,7000748788.0,83199.61956,,,,,4.14171855067138
IMN,Isle of Man,Europe & Central Asia,High income,2014,,,,7708834951.0,91885.60779,,,,,5.15530308762963
IMN,Isle of Man,Europe & Central Asia,High income,2015,,,,7085288006.0,84759.34595,,,,,-0.385798408302321
IMN,Isle of Man,Europe & Central Asia,High income,2016,,,,6846691871.0,82045.43884,,,,,6.95231147466393
IMN,Isle of Man,Europe & Central Asia,High income,2017,,,,6979581725.0,83507.79761,,,,,4.68881118740123
IMN,Isle of Man,Europe & Central Asia,High income,2018,,,,7491969313.0,89429.65459,,,,,2.21340399216221
IMN,Isle of Man,Europe & Central Asia,High income,2019,,,,7315388052.0,87157.47146,,,,,0.254861320470297
IMN,Isle of Man,Europe & Central Asia,High income,2020,,,,,,,,,,
IMN,Isle of Man,Europe & Central Asia,High income,2021,,,,,,,,,,
IND,India,South Asia,Lower middle income,2000,13.9036866,12.99723631,3584217307.0,468395000000.0,442.0347789,26.11902732,4.00943591,41059061574.6632,7.76999998092651,3.84099115681285
IND,India,South Asia,Lower middle income,2001,13.43487512,12.55837963,5128093562.0,485441000000.0,449.9111249,26.25987903,3.779293122,49050841138.7213,7.95699977874756,4.82396626390641
IND,India,South Asia,Lower middle income,2002,15.24427901,14.26438392,5208967106.0,514938000000.0,468.8444283,28.11148558,4.297152039,71607865093.6969,8.10200023651123,3.8039753213758
IND,India,South Asia,Lower middle income,2003,15.64452227,14.94791386,3681984671.0,607699000000.0,543.8437989,30.47096654,3.805858995,103737208055.967,8.35999965667725,7.86038147553259
IND,India,South Asia,Lower middle income,2004,19.6446891,17.85912496,5429250990.0,709149000000.0,624.1050944,33.33257124,3.767251735,131631143125.845,8.5310001373291,7.92293661286503
IND,India,South Asia,Lower middle income,2005,22.39642292,19.60524669,7269407226.0,820382000000.0,710.5093449,34.4180229,4.24634362,137824828256.285,8.69999980926514,7.92343062149763
IND,India,South Asia,Lower middle income,2006,24.45653908,21.26794142,20029119267.0,940260000000.0,802.013742,36.36053211,5.796523376,178049790065.97,8.625,8.06073257303272
IND,India,South Asia,Lower middle income,2007,24.88656893,20.79969975,25227740887.0,1216740000000.0,1022.731629,37.01139151,6.372881356,276578100117.408,8.53600025177002,7.66081506504928
IND,India,South Asia,Lower middle income,2008,29.27086318,24.09735726,43406277076.0,1198900000000.0,993.5037725,36.25408113,8.349267049,257422725614.879,8.35400009155273,3.08669805953289
IND,India,South Asia,Lower middle income,2009,25.87235027,20.40051937,35581372930.0,1341890000000.0,1096.63498,35.61743864,10.88235294,284682887897.586,8.38399982452393,7.86188883303498
IND,India,South Asia,Lower middle income,2010,26.85427325,22.40093325,27396885034.0,1675620000000.0,1350.634322,36.30587538,11.98938992,300480168786.346,8.31900024414063,8.49758470158106
IND,India,South Asia,Lower middle income,2011,31.08346869,24.54041132,36498654598.0,1823050000000.0,1449.601789,35.13179654,8.911793365,298739463090.872,8.16800022125244,5.24131500140663
IND,India,South Asia,Lower middle income,2012,31.25929106,24.53443066,23995685014.0,1827640000000.0,1434.018198,35.26129179,9.478996914,300425517446.546,8.09500026702881,5.45638875297365
IND,India,South Asia,Lower middle income,2013,28.41327065,25.4308613,28153031270.0,1856720000000.0,1438.05748,34.30465633,10.01787847,298092478740.581,8.03699970245361,6.38610640094825
IND,India,South Asia,Lower middle income,2014,25.95422274,22.96796301,34576643694.0,2039130000000.0,1559.864518,33.46602422,6.665656719,325081035127.891,7.98099994659424,7.41022760508854
IND,India,South Asia,Lower middle income,2015,22.10972471,19.81318916,44009492130.0,2103590000000.0,1590.173918,32.4539249,4.906973441,353319061013.224,7.91499996185303,7.99625378571471
IND,India,South Asia,Lower middle income,2016,20.9242508,19.15823491,44458571546.0,2294800000000.0,1714.280355,30.83057551,4.948216341,361694321972.036,7.84200000762939,8.25630550179086
IND,India,South Asia,Lower middle income,2017,21.95073212,18.79176484,39966091359.0,2651470000000.0,1957.968841,31.7067543,3.328173375,412613792019.924,7.73299980163574,6.79538341897911
IND,India,South Asia,Lower middle income,2018,23.68914073,19.9278286,42117450737.0,2702930000000.0,1974.377788,31.41049216,3.938826467,399167159226.682,7.65000009536743,6.45385134497769
IND,India,South Asia,Lower middle income,2019,21.27154523,18.69098271,50610647354.0,2831550000000.0,2047.232704,29.6977505,3.729505735,463469902152.507,6.51000022888184,3.73791851955785
IND,India,South Asia,Lower middle income,2020,19.09645489,18.70889869,64362364994.0,2667690000000.0,1910.421473,28.53850805,6.623436776,590227359928.896,10.1949996948242,-6.59608052232176
IND,India,South Asia,Lower middle income,2021,23.89173153,21.39853422,44727277563.0,3176300000000.0,2256.590409,30.2137348,5.131407472,638484779930.836,7.71299982070923,8.68122873083119
IRL,Ireland,Europe & Central Asia,High income,2000,80.56509808,94.38945778,25779436153.0,100208000000.0,26334.56721,,5.5907173,5407973929.95672,4.32000017166138,9.40352464209762
IRL,Ireland,Europe & Central Asia,High income,2001,79.61634993,95.22438247,9650920350.0,109347000000.0,28282.40988,,4.872904873,5635200931.02062,3.6800000667572,5.3058209115725
IRL,Ireland,Europe & Central Asia,High income,2002,73.26987725,90.44947711,29323796527.0,128596000000.0,32705.43456,,4.614733277,5475153289.17602,4.21999979019165,5.89936576117442
IRL,Ireland,Europe & Central Asia,High income,2003,65.69090922,80.8405916,22781292817.0,164671000000.0,41203.52958,,3.49048968,4151959058.80564,4.48000001907349,3.01383807882773
IRL,Ireland,Europe & Central Asia,High income,2004,66.11194573,80.47558008,-10607612697.0,194372000000.0,47754.20232,,2.199628507,2907974283.48967,4.48999977111816,6.78814020435452
IRL,Ireland,Europe & Central Asia,High income,2005,68.64788841,79.52769639,47001243614.0,211877000000.0,50933.02161,27.04717044,2.429691984,868977916.82646,4.34000015258789,5.7397821688559
IRL,Ireland,Europe & Central Asia,High income,2006,70.98712848,79.03467626,22070063905.0,232181000000.0,54329.16186,27.39250106,3.931639895,831899692.260454,4.40999984741211,4.98785347349479
IRL,Ireland,Europe & Central Asia,High income,2007,72.56006864,80.83679518,59934755383.0,270079000000.0,61396.41746,23.95091035,4.897115644,925477308.062553,4.98000001907349,5.31011814691841
IRL,Ireland,Europe & Central Asia,High income,2008,75.70616173,84.33328243,23287686336.0,275447000000.0,61353.10656,18.84738357,4.060304951,1038963263.28527,6.76999998092651,-4.48407049219472
IRL,Ireland,Europe & Central Asia,High income,2009,80.03532545,93.55616889,53974309647.0,236443000000.0,52133.09062,15.44661274,-4.478103392,2150685637.46953,12.6099996566772,-5.09578275532317
IRL,Ireland,Europe & Central Asia,High income,2010,86.68255609,103.2429349,37748455284.0,221914000000.0,48663.60044,17.14399287,-0.922095829,2113857313.58188,14.5299997329712,1.68297153835975
IRL,Ireland,Europe & Central Asia,High income,2011,84.58647054,103.2562025,23699352433.0,239003000000.0,52183.13293,15.56766572,2.557188832,1694805970.72863,15.3500003814697,0.833830148555222
IRL,Ireland,Europe & Central Asia,High income,2012,87.02994802,104.4167329,58090414123.0,225629000000.0,49054.69743,15.99526284,1.696208973,1707531869.31488,15.4499998092651,-0.0055420106699415
IRL,Ireland,Europe & Central Asia,High income,2013,85.23362801,104.0085182,70811172728.0,238341000000.0,51546.35476,20.79017167,0.508714869,1635949833.04167,13.7299995422363,1.12568964599835
IRL,Ireland,Europe & Central Asia,High income,2014,92.12276928,110.1216357,97382259039.0,259171000000.0,55643.05943,23.91246134,0.182542317,1749390343.43074,11.8599996566772,8.64935060757608
IRL,Ireland,Europe & Central Asia,High income,2015,93.33374577,122.09624,237060000000.0,291775000000.0,62053.98444,30.24582348,-0.289879079,2203153449.1223,9.90999984741211,24.3704453546988
IRL,Ireland,Europe & Central Asia,High income,2016,106.0423329,121.6955686,102916000000.0,299091000000.0,62895.91112,33.62272051,0.008306338,3589332627.17955,8.36999988555908,2.00665411509893
IRL,Ireland,Europe & Central Asia,High income,2017,98.98709685,121.0168834,58300808408.0,336378000000.0,69970.94891,34.35825186,0.340531561,4412516406.92309,6.71000003814697,9.00534242438529
IRL,Ireland,Europe & Central Asia,High income,2018,94.29141688,122.7847151,67361732390.0,385737000000.0,79250.38785,33.77500251,0.488370168,5222681912.93715,5.73999977111816,8.52754139148431
IRL,Ireland,Europe & Central Asia,High income,2019,124.369852,127.8796462,-46633226471.0,399322000000.0,80927.07467,35.39443351,0.939044481,5732541811.18074,4.94999980926514,5.44093733423819
IRL,Ireland,Europe & Central Asia,High income,2020,114.428561,133.3372023,34782774941.0,425852000000.0,85420.19086,36.50919418,-0.334584625,7463044894.51105,5.61999988555908,6.18453803881623
IRL,Ireland,Europe & Central Asia,High income,2021,95.03124372,134.4147927,81018660490.0,504183000000.0,100172.0793,38.95319934,2.358142962,13246996093.19,6.19000005722046,13.5882471079549
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2000,19.7901899,21.46705757,39000000.0,109592000000.0,1672.022877,37.93825046,14.47675132,,11.5819997787476,5.84552747578222
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2001,21.23224612,19.30332036,408118760.0,126879000000.0,1902.947639,,11.27424713,,12.2980003356934,2.39217271207832
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2002,23.7587844,24.41390215,3519380360.0,128627000000.0,1910.477134,,14.33593374,,12.8000001907349,8.07882927975207
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2003,26.05163294,24.62747283,2877481500.0,153545000000.0,2259.51632,,16.46801162,,11.5030002593994,8.63929839720046
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2004,26.04692907,25.26692826,3037299840.0,190043000000.0,2751.793042,,14.7615087,,10.3000001907349,4.33666597851055
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2005,24.10967608,30.33081919,2889191670.0,226452000000.0,3226.613971,,13.43311801,,11.8100004196167,3.18980408728862
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2006,23.29832346,29.86903525,2317538500.0,266299000000.0,3736.177793,,10.01589825,,11.5200004577637,4.99979526181171
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2007,21.04369452,28.84361241,2017791750.0,349882000000.0,4838.003556,,17.34104046,,10.7700004577637,8.15577352358534
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2008,21.65227532,26.57712745,1979988010.0,412336000000.0,5623.911681,,25.41050903,,10.6300001144409,0.250856553494089
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2009,20.98809109,22.71148914,2983421910.0,416397000000.0,5602.556282,,13.55155483,,12.1099996566772,1.00738545790475
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2010,19.37099045,24.39965328,3648972410.0,486808000000.0,6458.573936,,10.08936293,,13.6800003051758,5.79793830169604
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2011,16.28610167,24.93331313,4276718690.0,626133000000.0,8201.581709,,26.29338567,,12.4899997711182,2.64571791806256
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2012,21.61404648,22.4753002,4661734400.0,644036000000.0,8329.002044,,27.25681272,,12.2700004577637,-3.7471713986414
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2013,21.90381118,25.18290674,3049945000.0,492776000000.0,6280.681858,,36.60303552,,10.6000003814697,-1.52197920494163
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2014,22.52074775,22.83067239,2105494000.0,460383000000.0,5757.543337,,16.60655324,,10.6800003051758,4.98477506709494
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2015,20.70175415,18.72083451,2050000000.0,408213000000.0,4990.936798,,12.48468156,,11.1700000762939,-1.42488493937491
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2016,19.22613892,21.161708,3372000000.0,457955000000.0,5497.243227,,7.24542549,,12.6199998855591,8.8150866425182
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2017,22.0091825,22.73568826,5019000000.0,486630000000.0,5758.59072,,8.044924377,,12.2299995422363,2.75850524578875
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2018,28.16714864,30.21775173,2373000000.0,331682000000.0,3873.99534,,18.01411834,,12.1899995803833,-2.25386360686099
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2019,27.27046708,23.48386714,1508000000.0,283747000000.0,3277.875596,,39.90734557,,10.7399997711182,-2.65820666195272
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2020,24.38555566,19.42460893,1342000000.0,239736000000.0,2746.42045,,30.59413904,,9.6899995803833,3.33028845926594
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2021,21.53460206,22.83923199,1425000000.0,359713000000.0,4091.209187,,43.38901627,,10.8179998397827,4.71977773157164
IRQ,Iraq,Middle East & North Africa,Upper middle income,2000,49.63282142,75.70377422,-32000.0,48364250944.0,1963.722839,,4.978962132,6744700000.0,8.7519998550415,16.9216656853992
IRQ,Iraq,Middle East & North Africa,Upper middle income,2001,61.50686531,65.27339139,-6655999.9,36176430129.0,1422.831339,,16.3740815,6744700000.0,8.84200000762939,1.76148008907917
IRQ,Iraq,Middle East & North Africa,Upper middle income,2002,49.19199647,70.57005152,-326000.0,32928454672.0,1254.162045,,19.3166946,6744700000.0,8.89099979400635,-8.19846982824988
IRQ,Iraq,Middle East & North Africa,Upper middle income,2003,76.84180506,77.39271821,1000000000.0,21921569479.0,809.845684,,33.6162106,6744700000.0,8.84899997711182,-36.6581526748314
IRQ,Iraq,Middle East & North Africa,Upper middle income,2004,63.96306859,56.27090853,300000000.0,36627901762.0,1314.762559,,26.96190682,7906697188.07561,8.60499954223633,53.3817941825641
IRQ,Iraq,Middle East & North Africa,Upper middle income,2005,61.39466973,54.34787058,515300000.0,49954890353.0,1740.66833,39.9221248,36.95948092,12200841776.8325,8.7180004119873,1.67188962251336
IRQ,Iraq,Middle East & North Africa,Upper middle income,2006,38.61857708,51.03194341,383000000.0,65140147197.0,2253.547113,41.00552241,53.23096291,20051759952.3188,8.6540002822876,5.64629780126877
IRQ,Iraq,Middle East & North Africa,Upper middle income,2007,28.19301393,45.89983917,971800000.0,88837055195.0,3099.59197,38.84608244,-10.06749258,31454864112.3409,8.64999961853027,1.88557214096838
IRQ,Iraq,Middle East & North Africa,Upper middle income,2008,30.72723605,50.32830722,1855700000.0,131614000000.0,4504.508094,52.50764221,12.66285283,50101816705.6194,8.47999954223633,8.22810710383277
IRQ,Iraq,Middle East & North Africa,Upper middle income,2009,39.28726856,39.40011026,1598300000.0,111658000000.0,3686.402133,27.67255995,6.873615472,44332623237.847,8.39500045776367,3.37929909442771
IRQ,Iraq,Middle East & North Africa,Upper middle income,2010,34.08065041,39.41682921,1396200000.0,138517000000.0,4430.426242,35.97825386,2.877747253,50622117150.4267,8.2519998550415,6.40256484471193
IRQ,Iraq,Middle East & North Africa,Upper middle income,2011,27.75380518,44.41752304,2082000000.0,185750000000.0,5736.898959,42.74800484,5.801455371,61033121083.648,8.125,7.546471200426
IRQ,Iraq,Middle East & North Africa,Upper middle income,2012,29.10024923,44.50843536,3400000000.0,218002000000.0,6437.503076,41.71133974,6.089096416,70327019949.4173,7.96000003814697,13.9364301737537
IRQ,Iraq,Middle East & North Africa,Upper middle income,2013,27.74648187,39.66353654,-2335300000.0,234638000000.0,6612.902252,41.38548407,1.879498007,77747258749.8263,9.26299953460693,7.62857118471159
IRQ,Iraq,Middle East & North Africa,Upper middle income,2014,30.04076041,38.94172645,-10176400000.0,228416000000.0,6215.986033,37.97563673,2.235974079,66281655807.2322,10.5900001525879,0.197016710359037
IRQ,Iraq,Middle East & North Africa,Upper middle income,2015,35.07762216,34.51414644,-7574200000.0,166774000000.0,4416.943049,25.07153866,1.393330288,53992019678.9023,10.7290000915527,4.72286401884131
IRQ,Iraq,Middle East & North Africa,Upper middle income,2016,26.47979651,28.10852368,-6255900000.0,166602000000.0,4305.202702,24.44417916,0.556521397,45298562240.8151,10.8199996948242,13.7873730187089
IRQ,Iraq,Middle East & North Africa,Upper middle income,2017,25.86484898,33.91606341,-5032400000.0,187218000000.0,4725.193573,32.10213057,0.184058899,49315419400.3988,13.0200004577637,-1.81975035118309
IRQ,Iraq,Middle East & North Africa,Upper middle income,2018,24.99914974,40.80264203,-4885100000.0,227367000000.0,5601.467061,40.28090717,0.367441489,64719421423.3098,14.0649995803833,2.63385099105624
IRQ,Iraq,Middle East & North Africa,Upper middle income,2019,30.93807022,38.0518682,-3075600000.0,233636000000.0,5621.181695,37.35014758,-0.19896538,68017647833.6447,15.1099996566772,5.51379057542323
IRQ,Iraq,Middle East & North Africa,Upper middle income,2020,29.43307424,27.2218073,-2859100000.0,184370000000.0,4332.304125,20.59046982,0.574162679,54424472658.0155,16.2299995422363,-11.3241992616186
IRQ,Iraq,Middle East & North Africa,Upper middle income,2021,24.17608402,37.64526953,-2637300000.0,207889000000.0,4775.377454,30.45950495,6.041864891,64231022302.7098,16.1700000762939,2.78333543533222
ISL,Iceland,Europe & Central Asia,High income,2000,39.00910142,32.12990635,155160734.1,9025660362.0,32096.37226,14.15331618,5.136471232,405074266.016599,1.94000005722046,4.98504277020335
ISL,Iceland,Europe & Central Asia,High income,2001,37.79384465,36.94081098,163445772.3,8234846805.0,28897.44394,18.45126402,6.405085504,355376118.48792,1.87000000476837,4.01349755473568
ISL,Iceland,Europe & Central Asia,High income,2002,33.91681119,35.5152001,91905493.06,9318395055.0,32409.21615,21.62098405,5.197022302,461532295.232005,2.99000000953674,0.559519082007625
ISL,Iceland,Europe & Central Asia,High income,2003,35.57706872,32.62214303,335355205.0,11429333038.0,39476.69785,17.31279329,2.055663298,818644873.119899,4.0,2.14268837866911
